path,seriesId,hash,manual,deepseek-r1:1.5b
src/fr/applications/ce1/maths/logique/venn-nombres/01-venn.md,cd81c7ff,dfc53f90e41f8ed6,,
src/fr/applications/ce1/maths/mesures/lire-heure-gen.md,eb4e3806,eb936bd55dc617b3,,
src/fr/applications/ce1/maths/numeration/arrondir-centaine/arrondir-centaine.md,c4305c95,28483ab23c8d4fa8,,
src/fr/applications/ce1/maths/numeration/arrondir-dizaine/01-arrondir.md,deebc0de,5b9d89d2573c486e,,
src/fr/applications/ce1/maths/numeration/blocs-valeur-position-01/blocs-valeur-position-01.md,a2e9f310,6b94a479969dacbf,,
src/fr/applications/ce1/maths/numeration/chasse-aux-nombres-01/chasse-aux-nombres-01.md,b38d4b69,0e6c466ca489fd4d,,
src/fr/applications/ce1/maths/numeration/coloriage-magique-01/01-araignee.md,b0c846aa,60632f3c2295779a,,
src/fr/applications/ce1/maths/numeration/comparer-1000/comparer-1000.md,e6a588e0,cdea50d1ae244fbc,,
src/fr/applications/ce1/maths/numeration/comparer-groupes-01/comparer-groupes-01.md,e028e272,92daa6eeb980e4e1,,
src/fr/applications/ce1/maths/numeration/decompo-gen/decompo-gen.md,cf457f3d,c0d739fdecab5f4f,,
src/fr/applications/ce1/maths/numeration/pairs-impairs/pairs-impairs.md,dd80f187,d227534b9217069a,,
src/fr/applications/ce1/maths/numeration/regle-graduee/regle-graduee-gen.md,d226ef83,9ab698e3048d0df0,,
src/fr/applications/ce1/maths/numeration/suite-nombres-01/suite-nombres-01.md,ab304efb,c3490b88099f944a,,
src/fr/applications/ce1/maths/numeration/suite-nombres-02/suite-nombres-02.md,f429195b,0263e650d787bccd,,
src/fr/applications/ce1/maths/numeration/suite-nombres-03/suite-nombres-03.md,b2c96643,392be57dd17ee10e,,
src/fr/applications/ce1/maths/numeration/suites-ce1/suites-ce1.md,eb79fc0d,81ccada008966051,,
src/fr/applications/ce1/maths/operations/addition-1/addition-1.md,b8d5306d,109eab00a9752500,,
src/fr/applications/ce1/maths/operations/addition-10/addition-10.md,d3a30870,8c7cbe4b9b898186,,
src/fr/applications/ce1/maths/operations/addition-11/addition-11.md,e6fc44c6,2e9d810425c95a9a,,
src/fr/applications/ce1/maths/operations/addition-2/addition-2.md,c664eaa1,d47ed4c07e0f204c,,
src/fr/applications/ce1/maths/operations/addition-3/addition-3.md,efbb31a2,6ceb2849e072e9fb,,
src/fr/applications/ce1/maths/operations/addition-4/addition-4.md,d5b12470,ef0fb30807a46c38,,
src/fr/applications/ce1/maths/operations/addition-5/addition-5.md,eb192211,070e551918631b97,,
src/fr/applications/ce1/maths/operations/addition-6/addition-6.md,c84d9bd3,48c1028cc414962a,,
src/fr/applications/ce1/maths/operations/addition-7/addition-7.md,f28593db,43d3e4bcccaf1a54,,
src/fr/applications/ce1/maths/operations/addition-8/addition-8.md,c133bdd6,1d728f9c224272d2,,
src/fr/applications/ce1/maths/operations/addition-9/addition-9.md,ed3d6003,1b68b86fe6de0b50,,
src/fr/applications/ce1/maths/operations/addition-simple/addition-simple-gen.md,b18d8344,09805d7132215555,,
src/fr/applications/ce1/maths/operations/addition-trou/addition-trou.md,a1b2c3d4,0f12e3a82869d9fd,,
src/fr/applications/ce1/maths/operations/ajouter-100/ajouter-100.md,c10a8f8b,15b00a1e19143273,,
src/fr/applications/ce1/maths/operations/ajouter-soustraire-10/ajouter-soustraire-10.md,e2cfe849,895935ae4a28abb1,,
src/fr/applications/ce1/maths/operations/comparer-expressions/comparer-expr-gen.md,b8c9d0e1,89fb5dd2e3898989,,
src/fr/applications/ce1/maths/operations/complements-100/complements-100.md,ca13ce59,20d2d5578de9811e,,
src/fr/applications/ce1/maths/operations/decodage-emojis/decodage-emojis.md,d25cdee2,1084e098f112c869,,
src/fr/applications/ce1/maths/operations/doubles-moities/doubles-moities.md,d4f7c81d,6e8184dd8010a04d,,
src/fr/applications/ce1/maths/operations/familles-faits/familles-add-gen.md,e5f6a7b8,34c14098de920ec7,,
src/fr/applications/ce1/maths/operations/fruits-facile/01-fruits.md,a42fc2b1,b3110c5f88b28506,,
src/fr/applications/ce1/maths/operations/fruits-moyen/01-fruits.md,bd0fd828,a8b0f1c777d82ebe,,
src/fr/applications/ce1/maths/operations/insectes-facile/01-insectes.md,c2943519,54147093c6648896,,
src/fr/applications/ce1/maths/operations/insectes-moyen/01-insectes.md,a01ef6c8,9dff6850acc107a6,,
src/fr/applications/ce1/maths/operations/multiplication-simple/multiplication-simple.md,ecec02ec,d85a78bc4feb11e2,,
src/fr/applications/ce1/maths/operations/multiplication-trou/multiplication-trou.md,c28b5a9f,70c5545a3e103a4d,,
src/fr/applications/ce1/maths/operations/pyramides/pyramides-gen.md,a6988124,d589667573e026d1,,
src/fr/applications/ce1/maths/operations/soustraction-1/soustraction-1.md,cc1287bd,9caea83b2b50fbd1,,
src/fr/applications/ce1/maths/operations/soustraction-10/soustraction-10.md,ee0b087d,f5f3f62e76e6d311,,
src/fr/applications/ce1/maths/operations/soustraction-11/soustraction-11.md,babd64c9,c473c3b7e7759e69,,
src/fr/applications/ce1/maths/operations/soustraction-2/soustraction-2.md,f8f47e92,aafab0353fd4daa5,,
src/fr/applications/ce1/maths/operations/soustraction-3/soustraction-3.md,d5261222,971f439f30ee4516,,
src/fr/applications/ce1/maths/operations/soustraction-4/soustraction-4.md,a25c5dbe,9b3042e7b7061dad,,
src/fr/applications/ce1/maths/operations/soustraction-5/soustraction-5.md,c0a53d1f,b60f58bcac3a11ce,,
src/fr/applications/ce1/maths/operations/soustraction-6/soustraction-6.md,c1db72d8,d6b6a2c77108f83e,,
src/fr/applications/ce1/maths/operations/soustraction-7/soustraction-7.md,d7e6b6f2,405593774a06ea7f,,
src/fr/applications/ce1/maths/operations/soustraction-8/soustraction-8.md,b5e6fbc0,ad1f2336f26d78dc,,
src/fr/applications/ce1/maths/operations/soustraction-9/soustraction-9.md,a05366d7,5977117a7c1eb634,,
src/fr/applications/ce1/maths/operations/soustraction-simple/soustraction-simple.md,a3410763,312725f9f72a627d,,
src/fr/applications/ce1/maths/operations/soustraction-trou/soustraction-trou.md,cf4da89c,791613f1df2e3dc7,,
src/fr/applications/ce1/maths/operations/table-de-10/table-de-10.md,dc067585,3944b9d2ac0073b0,,
src/fr/applications/ce1/maths/operations/table-de-2/table-de-2.md,d1c6fd94,4cc5cf5d861282b3,,
src/fr/applications/ce1/maths/operations/table-de-3/table-de-3.md,cbcd21db,3f2032f1f163f5f4,,
src/fr/applications/ce1/maths/operations/table-de-4/table-de-4.md,ee79aefc,5a7c74a960dbf3d9,,
src/fr/applications/ce1/maths/operations/table-de-5/table-de-5.md,d85624e3,213e94348db21522,,
src/fr/applications/ce1/maths/operations/vrai-faux-ops/vrai-faux-gen.md,b8ced378,00f3bcf0f74d2b5b,,
src/fr/applications/ce2/maths/calcul/ajouter-8-12-01/ajouter-8-12-01.md,d3853915,e1105a57ce53285e,,
src/fr/applications/ce2/maths/calcul/ajouter-9-11-01/ajouter-9-11-01.md,dec42b3f,048d69cec712b56f,,
src/fr/applications/ce2/maths/calcul/complement-1000-01/complement-1000-01.md,e6f4a5b6,45a256a15012ede5,,
src/fr/applications/ce2/maths/calcul/complement-1000-02/complement-1000-02.md,f7a5b6c7,6a777bedd990df40,,
src/fr/applications/ce2/maths/calcul/equilibrer-add-01/equilibrer-add-01.md,c1e20001,cf9173065a09bcf8,,
src/fr/applications/ce2/maths/calcul/equilibrer-add-02/equilibrer-add-02.md,c1e20002,49954a99545337a3,,
src/fr/applications/ce2/maths/calcul/grouper-a-10-01/grouper-a-10-01.md,b04d799d,b5b05662e4bd702c,,
src/fr/applications/ce2/maths/calcul/grouper-a-10-02/grouper-a-10-02.md,ed9ded53,4798a697777c1814,,
src/fr/applications/ce2/maths/calcul/grouper-a-10-03/grouper-a-10-03.md,b782d9d6,0e1be4b382db04ff,,
src/fr/applications/ce2/maths/calcul/somme-100-01/somme-100-01.md,b3e1f0a2,8b94482186d8bac9,,
src/fr/applications/ce2/maths/calcul/somme-1000-01/somme-1000-01.md,c4d2e1f3,4f36bbb84e65cea9,,
src/fr/applications/ce2/maths/calcul/somme-1000-02/somme-1000-02.md,d5e3f2a4,bd698a46eda29066,,
src/fr/applications/ce2/maths/calcul/soustraire-8-12-01/soustraire-8-12-01.md,b192f1e8,993d5f5539d13174,,
src/fr/applications/ce2/maths/calcul/soustraire-9-11-01/soustraire-9-11-01.md,dc86799a,78f1874f6e70b8ff,,
src/fr/applications/ce2/maths/fractions/fraction-du-nombre-01/fraction-du-nombre-01.md,a5b6c7d8,8a27af5341b6a8f8,,
src/fr/applications/ce2/maths/fractions/fraction-du-nombre-02/fraction-du-nombre-02.md,b6c7d8e9,0ac0a57f179c0de0,,
src/fr/applications/ce2/maths/grandeurs/lire-heure/01-lire-heure.md,be0e466f,519896d0bfd037de,,
src/fr/applications/ce2/maths/logique/labyrinthe-mult3/01-maze.md,bbb1a25b,8baed4c5364d54f0,,
src/fr/applications/ce2/maths/logique/labyrinthe-pairs/01-maze.md,7477702d,c75f569382a1f282,,
src/fr/applications/ce2/maths/logique/venn-emojis/01-venn.md,585d15f8,7629b1fefe42371d,,
src/fr/applications/ce2/maths/logique/venn-formes/01-venn.md,a661b064,4cbc620c1720205d,,
src/fr/applications/ce2/maths/logique/venn-nombres/01-venn.md,f625054e,6faecd9bae3373e1,,
src/fr/applications/ce2/maths/mesures/lire-heure-gen.md,ace5417e,d80f92ec89060c85,,
src/fr/applications/ce2/maths/mesures/lire-heure-matching-01/lire-heure-matching-01.md,a8b9c0d1,8f16c2e88df35f17,,
src/fr/applications/ce2/maths/mesures/lire-heure-matching-02/lire-heure-matching-02.md,b9c0d1e2,e0bafe09f9475173,,
src/fr/applications/ce2/maths/mesures/lire-heure-matching-03/lire-heure-matching-03.md,c0d1e2f3,c1d739361f0a60d5,,
src/fr/applications/ce2/maths/mesures/lire-tableau-01/01-label.md,f6b40001,bd140cdde42b8f46,,
src/fr/applications/ce2/maths/mesures/suites-horaires-heures/suites-horaires-heures.md,dd3acbd4,602cf3f08c91c35e,,
src/fr/applications/ce2/maths/mesures/unites-mesure-01/unites-mesure-01.md,54873aad,cca9b482376b5258,,skip
src/fr/applications/ce2/maths/mesures/unites-mesure-02/unites-mesure-02.md,a9d8ada8,7d51c33e02277e70,,skip
src/fr/applications/ce2/maths/mesures/unites-mesure-03/unites-mesure-03.md,2c8957a3,b8ec12043d8333c1,,skip
src/fr/applications/ce2/maths/numeration/ajouter-valeur-pos-difficile/ajouter-valeur-pos-difficile.md,11eebf0e,c465e3c6c3aa24eb,,
src/fr/applications/ce2/maths/numeration/ajouter-valeur-pos-facile/ajouter-valeur-pos-facile.md,3e8c9b8e,8716fc5c141cf7e8,,
src/fr/applications/ce2/maths/numeration/ajouter-valeur-pos-moyen/ajouter-valeur-pos-moyen.md,1244defb,65c44582c42b58d0,,
src/fr/applications/ce2/maths/numeration/arabic-to-roman-difficile/arabic-to-roman-difficile.md,e1064158,716decf37e2cced6,,
src/fr/applications/ce2/maths/numeration/arabic-to-roman-facile/arabic-to-roman-facile.md,e22820d6,8421455507a51aed,,
src/fr/applications/ce2/maths/numeration/arabic-to-roman-moyen/arabic-to-roman-moyen.md,e163e4ac,5e441410f3cd6608,,
src/fr/applications/ce2/maths/numeration/arrondir-centaine/01-arrondir.md,fb7fdbbb,59d7b796c3507af7,,
src/fr/applications/ce2/maths/numeration/arrondir-centaine/arrondir-centaine.md,fb7fdbbb,844758d20e22b40b,,
src/fr/applications/ce2/maths/numeration/arrondir-dizaine/arrondir-dizaine.md,c2f855b3,9439e799b6be3c41,,
src/fr/applications/ce2/maths/numeration/arrondir-millier/arrondir-millier.md,c492d9af,7d17920e38f0bad7,,
src/fr/applications/ce2/maths/numeration/blocs-valeur-position-01/blocs-valeur-position-01.md,b5d1c428,7153e720e4aa80ed,,
src/fr/applications/ce2/maths/numeration/coloriage-magique-01/01-etoile.md,d27d7b31,7dcbb613c303a9fb,,
src/fr/applications/ce2/maths/numeration/comparaison-nombres-01/comparaison-nombres-01.md,d437c989,6edf1dbf380d3d27,,
src/fr/applications/ce2/maths/numeration/comparaison-nombres-02/comparaison-nombres-02.md,ae25ebc1,094b7628ac409f5e,,
src/fr/applications/ce2/maths/numeration/comparaison-nombres-03/comparaison-nombres-03.md,c71202d0,55742b3232de71c5,,
src/fr/applications/ce2/maths/numeration/comparer-10000/comparer-10000.md,fa708ecd,36e66902ffbbc9c0,,
src/fr/applications/ce2/maths/numeration/complement-a-10/complement-a-10.md,dc4839da,57eaa7f789ca7bf7,,
src/fr/applications/ce2/maths/numeration/complement-a-100/complement-a-100.md,d9433381,f07702a08e5621ba,,
src/fr/applications/ce2/maths/numeration/complement-a-1000/complement-a-1000.md,bd9ef99c,0aeb22035a73bff8,,
src/fr/applications/ce2/maths/numeration/convertir-centaines-dizaines/convertir-centaines-dizaines.md,d4f10001,16679b1560068621,,
src/fr/applications/ce2/maths/numeration/convertir-dizaines-unites/convertir-dizaines-unites.md,d4f10002,8444fdadd8418716,,
src/fr/applications/ce2/maths/numeration/convertir-valeur-melange/convertir-valeur-melange.md,d4f10003,13136da2127fffc2,,
src/fr/applications/ce2/maths/numeration/decomp-additif-01/decomp-additif-01.md,a3f72b01,d014fc30446dd627,,
src/fr/applications/ce2/maths/numeration/estimation-somme-difficile/estimation-somme-difficile.md,ec9d1c29,cfb95351029b442e,,
